sentences,label
You can see the overall state of the last commit to a branch on your repository's branches page or in your repository's list of pull requests,0
"If status checks are required for a repository, the required status checks must pass before you can merge your branch into the protected branch",0
"For more information, see ""About protected branches",1
"""Types of status checks on GitHubThere are two types of status checks on GitHub:ChecksStatusesChecks are different from statuses in that they provide line annotations, more detailed messaging, and are only available for use with GitHub Apps",0
Organization owners and users with push access to a repository can create checks and statuses with GitHub's API,0
"For more information, see ""Checks"" and ""Statuses",0
"""ChecksWhen checks are set up in a repository, pull requests have a Checks tab where you can view detailed build output from status checks and rerun failed checks",0
"When a specific line in a commit causes a check to fail, you will see details about the failure, warning, or notice next to the relevant code in the Files tab of the pull request",0
"You can navigate between the checks summaries for various commits in a pull request, using the commit drop-down menu under the Conversation tab",0
"Skipping and requesting checks for individual commitsWhen a repository is set to automatically request checks for pushes, you can choose to skip checks for an individual commit you push",0
"When a repository is not set to  automatically request checks for pushes, you can request checks for an individual commit you push",0
